#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary,Name_KOR
342,Cradily,Rock,Grass,495,86,81,97,81,107,43,3,FALSE,릴리요
343,Anorith,Rock,Bug,355,45,95,50,40,50,75,3,FALSE,아노딥스
344,Armaldo,Rock,Bug,495,75,125,100,70,80,45,3,FALSE,아말도
345,Feebas,Water,,200,20,15,20,10,55,80,3,FALSE,빈티나
346,Milotic,Water,,540,95,60,79,100,125,81,3,FALSE,밀로틱
347,Castform,Normal,,420,70,70,70,70,70,70,3,FALSE,캐스퐁
348,Kecleon,Normal,,440,60,90,70,60,120,40,3,FALSE,켈리몬
349,Shuppet,Ghost,,295,44,75,35,63,33,45,3,FALSE,어둠대신
350,Banette,Ghost,,455,64,115,65,83,63,65,3,FALSE,다크펫
351,Duskull,Ghost,,295,20,40,90,30,90,25,3,FALSE,해골몽
352,Dusclops,Ghost,,455,40,70,130,60,130,25,3,FALSE,미라몽
353,Tropius,Grass,Flying,460,99,68,83,72,87,51,3,FALSE,트로피우스
354,Chimecho,Psychic,,425,65,50,70,95,80,65,3,FALSE,치렁
354,Absol,Dark,,465,65,130,60,75,60,75,3,FALSE,앱솔
355,Wynaut,Psychic,,260,95,23,48,23,48,23,3,FALSE,마자
356,Snorunt,Ice,,300,50,50,50,50,50,50,3,FALSE,눈꼬마
357,Glalie,Ice,,480,80,80,80,80,80,80,3,FALSE,얼음귀신
358,Spheal,Ice,Water,290,70,40,50,55,50,25,3,FALSE,대굴레오
359,Sealeo,Ice,Water,410,90,60,70,75,70,45,3,FALSE,씨레오
359,Walrein,Ice,Water,530,110,80,90,95,90,65,3,FALSE,씨카이저
360,Clamperl,Water,,345,35,64,85,74,55,32,3,FALSE,진주몽
361,Huntail,Water,,485,55,104,105,94,75,52,3,FALSE,헌테일
362,Gorebyss,Water,,485,55,84,105,114,75,52,3,FALSE,분홍장이
362,Relicanth,Water,Rock,485,100,90,130,45,65,55,3,FALSE,시라칸
363,Luvdisc,Water,,330,43,30,55,40,65,97,3,FALSE,사랑동이
364,Bagon,Dragon,,300,45,75,60,40,30,50,3,FALSE,아공이
365,Shelgon,Dragon,,420,65,95,100,60,50,50,3,FALSE,쉘곤
366,Salamence,Dragon,Flying,600,95,135,80,110,80,100,3,FALSE,보만다
367,Beldum,Steel,Psychic,300,40,55,80,35,60,30,3,FALSE,메탕
368,Metang,Steel,Psychic,420,60,75,100,55,80,50,3,FALSE,메탕구
369,Metagross,Steel,Psychic,600,80,135,130,95,90,70,3,FALSE,메타그로스
370,Regirock,Rock,,580,80,100,200,50,100,50,3,FALSE,레지락
372,Regice,Ice,,580,80,50,100,100,200,50,3,FALSE,레지아이스
373,Registeel,Steel,,580,80,75,150,75,150,50,3,FALSE,레지스틸
373,Latias,Dragon,Psychic,600,80,80,90,110,130,110,3,TRUE,라티아스
375,Latios,Dragon,Psychic,600,80,90,80,130,110,110,3,TRUE,라티오스
376,Kyogre,Water,,670,100,100,90,150,140,90,3,TRUE,가이오가
376,KyogrePrimal Kyogre,Water,,770,100,150,90,180,160,90,3,TRUE,원시가이오가
377,Groudon,Ground,,670,100,150,140,100,90,90,3,TRUE,그란돈
378,GroudonPrimal Groudon,Ground,Fire,770,100,180,160,150,90,90,3,TRUE,원시그란돈
379,Rayquaza,Dragon,Flying,680,105,150,90,150,90,95,3,TRUE,레쿠쟈
380,RayquazaMega Rayquaza,Dragon,Flying,780,105,180,100,180,100,115,3,TRUE,메가레쿠쟈
380,Jirachi,Steel,Psychic,600,100,100,100,100,100,100,3,TRUE,지라치
381,DeoxysNormal Forme,Psychic,,600,50,150,50,150,50,150,3,TRUE,테오키스(노말)
381,DeoxysAttack Forme,Psychic,,600,50,180,20,180,20,150,3,TRUE,테오키스(공격)
382,DeoxysDefense Forme,Psychic,,600,50,70,160,70,160,90,3,TRUE,테오키스(방어)
382,DeoxysSpeed Forme,Psychic,,600,50,95,90,95,90,180,3,TRUE,테오키스(스피드)
383,Turtwig,Grass,,318,55,68,64,45,55,31,4,FALSE,모부기
383,Grotle,Grass,,405,75,89,85,55,65,36,4,FALSE,수풀부기
384,Torterra,Grass,Ground,525,95,109,105,75,85,56,4,FALSE,토대부기
384,Chimchar,Fire,,309,44,58,44,58,44,61,4,FALSE,불꽃숭이
385,Monferno,Fire,Fighting,405,64,78,52,78,52,81,4,FALSE,파이숭이
386,Infernape,Fire,Fighting,534,76,104,71,104,71,108,4,FALSE,초염몽
386,Piplup,Water,,314,53,51,53,61,56,40,4,FALSE,팽도리
386,Prinplup,Water,,405,64,66,68,81,76,50,4,FALSE,팽태자
386,Empoleon,Water,Steel,530,84,86,88,111,101,60,4,FALSE,엠페르트
387,Starly,Normal,Flying,245,40,55,30,30,30,60,4,FALSE,찌르꼬
388,Staravia,Normal,Flying,340,55,75,50,40,40,80,4,FALSE,찌르버드
389,Staraptor,Normal,Flying,485,85,120,70,50,60,100,4,FALSE,찌르호크
390,Bidoof,Normal,,250,59,45,40,35,40,31,4,FALSE,비버니
391,Bibarel,Normal,Water,410,79,85,60,55,60,71,4,FALSE,비버통
392,Kricketot,Bug,,194,37,25,41,25,41,25,4,FALSE,귀뚤뚜기
393,Kricketune,Bug,,384,77,85,51,55,51,65,4,FALSE,귀뚤톡크
394,Shinx,Electric,,263,45,65,34,40,34,45,4,FALSE,꼬링크
395,Luxio,Electric,,363,60,85,49,60,49,60,4,FALSE,럭시오
396,Luxray,Electric,,523,80,120,79,95,79,70,4,FALSE,렌트라
397,Budew,Grass,Poison,280,40,30,35,50,70,55,4,FALSE,꼬몽울
398,Roserade,Grass,Poison,515,60,70,65,125,105,90,4,FALSE,로즈레이드
399,Cranidos,Rock,,350,67,125,40,30,30,58,4,FALSE,두개도스
400,Rampardos,Rock,,495,97,165,60,65,50,58,4,FALSE,램펄드
401,Shieldon,Rock,Steel,350,30,42,118,42,88,30,4,FALSE,방패톱스
402,Bastiodon,Rock,Steel,495,60,52,168,47,138,30,4,FALSE,바리톱스
403,Burmy,Bug,,224,40,29,45,29,45,36,4,FALSE,도롱충이
404,WormadamPlant Cloak,Bug,Grass,424,60,59,85,79,105,36,4,FALSE,도롱마담
405,WormadamSandy Cloak,Bug,Ground,424,60,79,105,59,85,36,4,FALSE,도롱마담
406,WormadamTrash Cloak,Bug,Steel,424,60,69,95,69,95,36,4,FALSE,도롱마담
407,Mothim,Bug,Flying,424,70,94,50,94,50,66,4,FALSE,나메일
408,Combee,Bug,Flying,244,30,30,42,30,42,70,4,FALSE,세꿀버리
409,Vespiquen,Bug,Flying,474,70,80,102,80,102,40,4,FALSE,비퀸
410,Pachirisu,Electric,,405,60,45,70,45,90,95,4,FALSE,파치리스
411,Buizel,Water,,330,55,65,35,60,30,85,4,FALSE,브이젤
412,Floatzel,Water,,495,85,105,55,85,50,115,4,FALSE,플로젤
413,Cherubi,Grass,,275,45,35,45,62,53,35,4,FALSE,체리버
413,Cherrim,Grass,,450,70,60,70,87,78,85,4,FALSE,체리꼬
413,Shellos,Water,,325,76,48,48,57,62,34,4,FALSE,깝질무
414,Gastrodon,Water,Ground,475,111,83,68,92,82,39,4,FALSE,트리토돈
415,Ambipom,Normal,,482,75,100,66,60,66,115,4,FALSE,겟핸보숭
416,Drifloon,Ghost,Flying,348,90,50,34,60,44,70,4,FALSE,흔들풍손
417,Drifblim,Ghost,Flying,498,150,80,44,90,54,80,4,FALSE,둥실라이드
418,Buneary,Normal,,350,55,66,44,44,56,85,4,FALSE,이어롤
419,Lopunny,Normal,,480,65,76,84,54,96,105,4,FALSE,이어롭
420,Mismagius,Ghost,,495,60,60,60,105,105,105,4,FALSE,무우마직
421,Honchkrow,Dark,Flying,505,100,125,52,105,52,71,4,FALSE,돈크로우
422,Glameow,Normal,,310,49,55,42,42,37,85,4,FALSE,나옹마
423,Purugly,Normal,,452,71,82,64,64,59,112,4,FALSE,몬냥이
424,Chingling,Psychic,,285,45,30,50,65,50,45,4,FALSE,랑딸랑
425,Stunky,Poison,Dark,329,63,63,47,41,41,74,4,FALSE,스컹뿡
427,Skuntank,Poison,Dark,479,103,93,67,71,61,84,4,FALSE,스컹탱크
428,Bronzor,Steel,Psychic,300,57,24,86,24,86,23,4,FALSE,동미러
428,Bronzong,Steel,Psychic,500,67,89,116,79,116,33,4,FALSE,동탁군
429,Bonsly,Rock,,290,50,80,95,10,45,10,4,FALSE,꼬지지
430,Mime Jr.,Psychic,Fairy,310,20,25,45,70,90,60,4,FALSE,흉내내
431,Happiny,Normal,,220,100,5,5,15,65,30,4,FALSE,핑복
432,Chatot,Normal,Flying,411,76,65,45,92,42,91,4,FALSE,페라페
433,Spiritomb,Ghost,Dark,485,50,92,108,92,108,35,4,FALSE,화강돌
434,Gible,Dragon,Ground,300,58,70,45,40,45,42,4,FALSE,딥상어동
435,Gabite,Dragon,Ground,410,68,90,65,50,55,82,4,FALSE,한바이트
436,Garchomp,Dragon,Ground,600,108,130,95,80,85,102,4,FALSE,한카리아스
437,Munchlax,Normal,,390,135,85,40,40,85,5,4,FALSE,먹고자
438,Riolu,Fighting,,285,40,70,40,35,40,60,4,FALSE,리오르
439,Lucario,Fighting,Steel,525,70,110,70,115,70,90,4,FALSE,루카리오
440,Hippopotas,Ground,,330,68,72,78,38,42,32,4,FALSE,히포포타스
441,Hippowdon,Ground,,525,108,112,118,68,72,47,4,FALSE,하마돈
442,Skorupi,Poison,Bug,330,40,50,90,30,55,65,4,FALSE,스콜피
444,Drapion,Poison,Dark,500,70,90,110,60,75,95,4,FALSE,드래피온
445,Croagunk,Poison,Fighting,300,48,61,40,61,40,50,4,FALSE,삐딱구리
445,Toxicroak,Poison,Fighting,490,83,106,65,86,65,85,4,FALSE,독개굴
446,Carnivine,Grass,,454,74,100,72,90,72,46,4,FALSE,무스틈니
447,Finneon,Water,,330,49,49,56,49,61,66,4,FALSE,형광어
448,Lumineon,Water,,460,69,69,76,69,86,91,4,FALSE,네오라이트
448,Mantyke,Water,Flying,345,45,20,50,60,120,50,4,FALSE,타만타
449,Snover,Grass,Ice,334,60,62,50,62,60,40,4,FALSE,눈쓰개
450,Abomasnow,Grass,Ice,494,90,92,75,92,85,60,4,FALSE,눈설왕
451,Weavile,Dark,Ice,510,70,120,65,45,85,125,4,FALSE,포푸니라
452,Magnezone,Electric,Steel,535,70,70,115,130,90,60,4,FALSE,자포코일
453,Lickilicky,Normal,,515,110,85,95,80,95,50,4,FALSE,내룸벨트
454,Rhyperior,Ground,Rock,535,115,140,130,55,55,40,4,FALSE,거대코뿌리
455,Tangrowth,Grass,,535,100,100,125,110,50,50,4,FALSE,덩쿠림보
456,Electivire,Electric,,540,75,123,67,95,85,95,4,FALSE,에레키블
457,Magmortar,Fire,,540,75,95,67,125,95,83,4,FALSE,마그마번
459,Togekiss,Fairy,Flying,545,85,50,95,120,115,80,4,FALSE,토게키스
460,Yanmega,Bug,Flying,515,86,76,86,116,56,95,4,FALSE,메가자리
460,Leafeon,Grass,,525,65,110,130,60,65,95,4,FALSE,리피아
461,Glaceon,Ice,,525,65,60,110,130,95,65,4,FALSE,글레이시아
462,Gliscor,Ground,Flying,510,75,95,125,45,75,95,4,FALSE,글라이온
463,Mamoswine,Ice,Ground,530,110,130,80,70,60,80,4,FALSE,맘모꾸리
464,Porygon-Z,Normal,,535,85,80,70,135,75,90,4,FALSE,폴리곤Z
465,Gallade,Psychic,Fighting,518,68,125,65,65,115,80,4,FALSE,엘레이드
466,Probopass,Rock,Steel,525,60,55,145,75,150,40,4,FALSE,대코파스
467,Dusknoir,Ghost,,525,45,100,135,65,135,45,4,FALSE,야느와르몽
468,Froslass,Ice,Ghost,480,70,80,70,80,70,110,4,FALSE,눈여아
469,Rotom,Electric,Ghost,440,50,50,77,95,77,91,4,TRUE,로토무
470,RotomHeat Rotom,Electric,Fire,520,50,65,107,105,107,86,4,TRUE,히트로토무
471,RotomWash Rotom,Electric,Water,520,50,65,107,105,107,86,4,TRUE,워시로토무
472,RotomFrost Rotom,Electric,Ice,520,50,65,107,105,107,86,4,TRUE,프로스트로토무
474,RotomFan Rotom,Electric,Flying,520,50,65,107,105,107,86,4,TRUE,스핀로토무
475,RotomMow Rotom,Electric,Grass,520,50,65,107,105,107,86,4,TRUE,커트로토무
475,Uxie,Psychic,,580,75,75,130,75,130,95,4,TRUE,유크시
476,Mesprit,Psychic,,580,80,105,105,105,105,80,4,TRUE,엠라이트
477,Azelf,Psychic,,580,75,125,70,125,70,115,4,TRUE,아그놈
478,Dialga,Steel,Dragon,680,100,120,120,150,100,90,4,TRUE,디아루가
479,Palkia,Water,Dragon,680,90,120,100,150,120,100,4,TRUE,펄기아
479,Heatran,Fire,Steel,600,91,90,106,130,106,77,4,TRUE,히드런
479,Regigigas,Normal,,670,110,160,110,80,110,100,4,TRUE,레지기가스
479,GiratinaAltered Forme,Ghost,Dragon,680,150,100,120,100,120,90,4,TRUE,기라티나(어나더폼)
479,GiratinaOrigin Forme,Ghost,Dragon,680,150,120,100,120,100,90,4,TRUE,기라티나(오리진폼)
479,Cresselia,Psychic,,600,120,70,120,75,130,85,4,TRUE,크레세리아
480,Phione,Water,,480,80,80,80,80,80,80,4,TRUE,피오네
481,Manaphy,Water,,600,100,100,100,100,100,100,4,TRUE,마나피
482,Darkrai,Dark,,600,70,90,90,135,90,125,4,TRUE,다크라이
483,ShayminLand Forme,Grass,,600,100,100,100,100,100,100,4,TRUE,쉐이미(랜드폼)
484,ShayminSky Forme,Grass,Flying,600,100,103,75,120,75,127,4,TRUE,쉐이미(스카이폼)
485,Arceus,Normal,,720,120,120,120,120,120,120,4,TRUE,아르세우스
486,Victini,Psychic,Fire,600,100,100,100,100,100,100,5,TRUE,비크티니
487,Snivy,Grass,,308,45,45,55,45,55,63,5,FALSE,주리비얀
487,Servine,Grass,,413,60,60,75,60,75,83,5,FALSE,샤비
488,Serperior,Grass,,528,75,75,95,75,95,113,5,FALSE,샤로다
489,Tepig,Fire,,308,65,63,45,45,45,45,5,FALSE,뚜꾸리
490,Pignite,Fire,Fighting,418,90,93,55,70,55,55,5,FALSE,챠오꿀
491,Emboar,Fire,Fighting,528,110,123,65,100,65,65,5,FALSE,염무왕
492,Oshawott,Water,,308,55,55,45,63,45,45,5,FALSE,수댕이
492,Dewott,Water,,413,75,75,60,83,60,60,5,FALSE,쌍검자비
493,Samurott,Water,,528,95,100,85,108,70,70,5,FALSE,대검귀
494,Patrat,Normal,,255,45,55,39,35,39,42,5,FALSE,보르쥐
495,Watchog,Normal,,420,60,85,69,60,69,77,5,FALSE,보르그
496,Lillipup,Normal,,275,45,60,45,25,45,55,5,FALSE,요테리
497,Herdier,Normal,,370,65,80,65,35,65,60,5,FALSE,하데리어
498,Stoutland,Normal,,500,85,110,90,45,90,80,5,FALSE,바랜드
499,Purrloin,Dark,,281,41,50,37,50,37,66,5,FALSE,쌔비냥
500,Liepard,Dark,,446,64,88,50,88,50,106,5,FALSE,레파르다스
501,Pansage,Grass,,316,50,53,48,53,48,64,5,FALSE,야나프
502,Simisage,Grass,,498,75,98,63,98,63,101,5,FALSE,야나키
503,Pansear,Fire,,316,50,53,48,53,48,64,5,FALSE,바오프
504,Simisear,Fire,,498,75,98,63,98,63,101,5,FALSE,바오키
505,Panpour,Water,,316,50,53,48,53,48,64,5,FALSE,앗차프
506,Simipour,Water,,498,75,98,63,98,63,101,5,FALSE,앗차키
507,Munna,Psychic,,292,76,25,45,67,55,24,5,FALSE,몽나
508,Musharna,Psychic,,487,116,55,85,107,95,29,5,FALSE,몽얌나
509,Pidove,Normal,Flying,264,50,55,50,36,30,43,5,FALSE,콩둘기
510,Tranquill,Normal,Flying,358,62,77,62,50,42,65,5,FALSE,유토브
511,Unfezant,Normal,Flying,488,80,115,80,65,55,93,5,FALSE,켄호로우
512,Blitzle,Electric,,295,45,60,32,50,32,76,5,FALSE,줄뮤마
513,Zebstrika,Electric,,497,75,100,63,80,63,116,5,FALSE,제브라이카
514,Roggenrola,Rock,,280,55,75,85,25,25,15,5,FALSE,단굴
515,Boldore,Rock,,390,70,105,105,50,40,20,5,FALSE,암트르
516,Gigalith,Rock,,515,85,135,130,60,80,25,5,FALSE,기가이어스
517,Woobat,Psychic,Flying,313,55,45,43,55,43,72,5,FALSE,또르박쥐
518,Swoobat,Psychic,Flying,425,67,57,55,77,55,114,5,FALSE,맘박쥐
519,Drilbur,Ground,,328,60,85,40,30,45,68,5,FALSE,두더류
520,Excadrill,Ground,Steel,508,110,135,60,50,65,88,5,FALSE,몰드류
521,Audino,Normal,,445,103,60,86,60,86,50,5,FALSE,다부니
522,Timburr,Fighting,,305,75,80,55,25,35,35,5,FALSE,으랏차
523,Gurdurr,Fighting,,405,85,105,85,40,50,40,5,FALSE,토쇠골
524,Conkeldurr,Fighting,,505,105,140,95,55,65,45,5,FALSE,노보청
525,Tympole,Water,,294,50,50,40,50,40,64,5,FALSE,동챙이
526,Palpitoad,Water,Ground,384,75,65,55,65,55,69,5,FALSE,두까비
527,Seismitoad,Water,Ground,509,105,95,75,85,75,74,5,FALSE,두빅굴
528,Throh,Fighting,,465,120,100,85,30,85,45,5,FALSE,던지미
530,Sawk,Fighting,,465,75,125,75,30,75,85,5,FALSE,타격귀
531,Sewaddle,Bug,Grass,310,45,53,70,40,60,42,5,FALSE,두르보
531,Swadloon,Bug,Grass,380,55,63,90,50,80,42,5,FALSE,두르쿤
532,Leavanny,Bug,Grass,500,75,103,80,70,80,92,5,FALSE,모아머
533,Venipede,Bug,Poison,260,30,45,59,30,39,57,5,FALSE,마디네
534,Whirlipede,Bug,Poison,360,40,55,99,40,79,47,5,FALSE,휠구
535,Scolipede,Bug,Poison,485,60,100,89,55,69,112,5,FALSE,펜드라
536,Cottonee,Grass,Fairy,280,40,27,60,37,50,66,5,FALSE,소미안
537,Whimsicott,Grass,Fairy,480,60,67,85,77,75,116,5,FALSE,엘풍
538,Petilil,Grass,,280,45,35,50,70,50,30,5,FALSE,치릴리
539,Lilligant,Grass,,480,70,60,75,110,75,90,5,FALSE,드레디어
540,Basculin,Water,,460,70,92,65,80,55,98,5,FALSE,배쓰나이
541,Sandile,Ground,Dark,292,50,72,35,35,35,65,5,FALSE,깜눈크
542,Krokorok,Ground,Dark,351,60,82,45,45,45,74,5,FALSE,악비르
543,Krookodile,Ground,Dark,519,95,117,80,65,70,92,5,FALSE,악비아르
544,Darumaka,Fire,,315,70,90,45,15,45,50,5,FALSE,달막화
545,DarmanitanStandard Mode,Fire,,480,105,140,55,30,55,95,5,FALSE,불비달마
546,Maractus,Grass,,461,75,86,67,106,67,60,5,FALSE,마라카치
547,Dwebble,Bug,Rock,325,50,65,85,35,35,55,5,FALSE,돌살이
548,Crustle,Bug,Rock,475,70,95,125,65,75,45,5,FALSE,암팰리스
549,Scraggy,Dark,Fighting,348,50,75,70,35,70,48,5,FALSE,곤율랭
550,Scrafty,Dark,Fighting,488,65,90,115,45,115,58,5,FALSE,곤율거니
551,Sigilyph,Psychic,Flying,490,72,58,80,103,80,97,5,FALSE,심보러
552,Yamask,Ghost,,303,38,30,85,55,65,30,5,FALSE,데스마스
553,Cofagrigus,Ghost,,483,58,50,145,95,105,30,5,FALSE,데스니칸
554,Tirtouga,Water,Rock,355,54,78,103,53,45,22,5,FALSE,프로토가
555,Carracosta,Water,Rock,495,74,108,133,83,65,32,5,FALSE,늑골라
555,Archen,Rock,Flying,401,55,112,45,74,45,70,5,FALSE,아켄
556,Archeops,Rock,Flying,567,75,140,65,112,65,110,5,FALSE,아케오스
557,Trubbish,Poison,,329,50,50,62,40,62,65,5,FALSE,깨봉이
558,Garbodor,Poison,,474,80,95,82,60,82,75,5,FALSE,더스트나
559,Zorua,Dark,,330,40,65,40,80,40,65,5,FALSE,조로아
560,Zoroark,Dark,,510,60,105,60,120,60,105,5,FALSE,조로아크
561,Minccino,Normal,,300,55,50,40,40,40,75,5,FALSE,치라미
562,Cinccino,Normal,,470,75,95,60,65,60,115,5,FALSE,치라치노
563,Gothita,Psychic,,290,45,30,50,55,65,45,5,FALSE,고디탱
564,Gothorita,Psychic,,390,60,45,70,75,85,55,5,FALSE,고디보미
565,Gothitelle,Psychic,,490,70,55,95,95,110,65,5,FALSE,고디모아젤
566,Solosis,Psychic,,290,45,30,40,105,50,20,5,FALSE,유니란
567,Duosion,Psychic,,370,65,40,50,125,60,30,5,FALSE,듀란
568,Reuniclus,Psychic,,490,110,65,75,125,85,30,5,FALSE,란쿨루스
569,Ducklett,Water,Flying,305,62,44,50,44,50,55,5,FALSE,꼬지보리
570,Swanna,Water,Flying,473,75,87,63,87,63,98,5,FALSE,스완나
571,Vanillite,Ice,,305,36,50,50,65,60,44,5,FALSE,바닐프티
572,Vanillish,Ice,,395,51,65,65,80,75,59,5,FALSE,바닐리치
573,Vanilluxe,Ice,,535,71,95,85,110,95,79,5,FALSE,배바닐라
574,Deerling,Normal,Grass,335,60,60,50,40,50,75,5,FALSE,사철록
575,Sawsbuck,Normal,Grass,475,80,100,70,60,70,95,5,FALSE,바라철록
576,Emolga,Electric,Flying,428,55,75,60,75,60,103,5,FALSE,에몽가
577,Karrablast,Bug,,315,50,75,45,40,45,60,5,FALSE,딱정곤
578,Escavalier,Bug,Steel,495,70,135,105,60,105,20,5,FALSE,슈바르고
579,Foongus,Grass,Poison,294,69,55,45,55,55,15,5,FALSE,깜놀버슬
580,Amoonguss,Grass,Poison,464,114,85,70,85,80,30,5,FALSE,뽀록나
581,Frillish,Water,Ghost,335,55,40,50,65,85,40,5,FALSE,탱그릴
582,Jellicent,Water,Ghost,480,100,60,70,85,105,60,5,FALSE,탱탱겔
583,Alomomola,Water,,470,165,75,80,40,45,65,5,FALSE,맘복치
584,Joltik,Bug,Electric,319,50,47,50,57,50,65,5,FALSE,파쪼옥
585,Galvantula,Bug,Electric,472,70,77,60,97,60,108,5,FALSE,전툴라
586,Ferroseed,Grass,Steel,305,44,50,91,24,86,10,5,FALSE,철시드
587,Ferrothorn,Grass,Steel,489,74,94,131,54,116,20,5,FALSE,너트령
588,Klink,Steel,,300,40,55,70,45,60,30,5,FALSE,기어르
589,Klang,Steel,,440,60,80,95,70,85,50,5,FALSE,기기어르
590,Klinklang,Steel,,520,60,100,115,70,85,90,5,FALSE,기기기어르
591,Tynamo,Electric,,275,35,55,40,45,40,60,5,FALSE,저리어
592,Eelektrik,Electric,,405,65,85,70,75,70,40,5,FALSE,저리릴
593,Eelektross,Electric,,515,85,115,80,105,80,50,5,FALSE,저리더프
594,Elgyem,Psychic,,335,55,55,55,85,55,30,5,FALSE,리그레
595,Beheeyem,Psychic,,485,75,75,75,125,95,40,5,FALSE,벰크
596,Litwick,Ghost,Fire,275,50,30,55,65,55,20,5,FALSE,불켜미
597,Lampent,Ghost,Fire,370,60,40,60,95,60,55,5,FALSE,램프라
598,Chandelure,Ghost,Fire,520,60,55,90,145,90,80,5,FALSE,샹델라
599,Axew,Dragon,,320,46,87,60,30,40,57,5,FALSE,터검니
600,Fraxure,Dragon,,410,66,117,70,40,50,67,5,FALSE,액슨도
601,Haxorus,Dragon,,540,76,147,90,60,70,97,5,FALSE,액스라이즈
602,Cubchoo,Ice,,305,55,70,40,60,40,40,5,FALSE,코고미
603,Beartic,Ice,,485,95,110,80,70,80,50,5,FALSE,툰베어
604,Cryogonal,Ice,,485,70,50,30,95,135,105,5,FALSE,프리지오
605,Shelmet,Bug,,305,50,40,85,40,65,25,5,FALSE,쪼마리
606,Accelgor,Bug,,495,80,70,40,100,60,145,5,FALSE,어지리더
607,Stunfisk,Ground,Electric,471,109,66,84,81,99,32,5,FALSE,메더
608,Mienfoo,Fighting,,350,45,85,50,55,50,65,5,FALSE,비조푸
609,Mienshao,Fighting,,510,65,125,60,95,60,105,5,FALSE,비조도
610,Druddigon,Dragon,,485,77,120,90,60,90,48,5,FALSE,크리만
611,Golett,Ground,Ghost,303,59,74,50,35,50,35,5,FALSE,골비람
612,Golurk,Ground,Ghost,483,89,124,80,55,80,55,5,FALSE,골루그
613,Pawniard,Dark,Steel,340,45,85,70,40,40,60,5,FALSE,자망칼
614,Bisharp,Dark,Steel,490,65,125,100,60,70,70,5,FALSE,절각참
615,Bouffalant,Normal,,490,95,110,95,40,95,55,5,FALSE,버프론
616,Rufflet,Normal,Flying,350,70,83,50,37,50,60,5,FALSE,수리둥보
617,Braviary,Normal,Flying,510,100,123,75,57,75,80,5,FALSE,워글
618,Vullaby,Dark,Flying,370,70,55,75,45,65,60,5,FALSE,벌차이
619,Mandibuzz,Dark,Flying,510,110,65,105,55,95,80,5,FALSE,버랜지나
620,Heatmor,Fire,,484,85,97,66,105,66,65,5,FALSE,앤티골
621,Durant,Bug,Steel,484,58,109,112,48,48,109,5,FALSE,아이앤트
622,Deino,Dark,Dragon,300,52,65,50,45,50,38,5,FALSE,모노두
623,Zweilous,Dark,Dragon,420,72,85,70,65,70,58,5,FALSE,디헤드
624,Hydreigon,Dark,Dragon,600,92,105,90,125,90,98,5,FALSE,삼삼드래
625,Larvesta,Bug,Fire,360,55,85,55,50,55,60,5,FALSE,활화르바
626,Volcarona,Bug,Fire,550,85,60,65,135,105,100,5,FALSE,불카모스
627,Cobalion,Steel,Fighting,580,91,90,129,90,72,108,5,TRUE,코바르온
628,Terrakion,Rock,Fighting,580,91,129,90,72,90,108,5,TRUE,테라키온
629,Virizion,Grass,Fighting,580,91,90,72,90,129,108,5,TRUE,비리디온
630,TornadusIncarnate Forme,Flying,,580,79,115,70,125,80,111,5,TRUE,토네로스(화신)
631,TornadusTherian Forme,Flying,,580,79,100,80,110,90,121,5,TRUE,토네로스(영물)
632,ThundurusIncarnate Forme,Electric,Flying,580,79,115,70,125,80,111,5,TRUE,볼트로스(화신)
633,ThundurusTherian Forme,Electric,Flying,580,79,105,70,145,80,101,5,TRUE,볼트로스(영물)
634,Reshiram,Dragon,Fire,680,100,120,100,150,120,90,5,TRUE,레시라무
635,Zekrom,Dragon,Electric,680,100,150,120,120,100,90,5,TRUE,제크로무
636,LandorusIncarnate Forme,Ground,Flying,600,89,125,90,115,80,101,5,TRUE,랜드로스(화신)
637,LandorusTherian Forme,Ground,Flying,600,89,145,90,105,80,91,5,TRUE,랜드로스(영물)
638,Kyurem,Dragon,Ice,660,125,130,90,130,90,95,5,TRUE,큐레무
639,KyuremBlack Kyurem,Dragon,Ice,700,125,170,100,120,90,95,5,TRUE,블랙큐레무
640,KyuremWhite Kyurem,Dragon,Ice,700,125,120,90,170,100,95,5,TRUE,화이트큐레무
641,KeldeoOrdinary Forme,Water,Fighting,580,91,72,90,129,90,108,5,TRUE,케르디오
641,KeldeoResolute Forme,Water,Fighting,580,91,72,90,129,90,108,5,TRUE,케르디오(각오의모습)
642,MeloettaAria Forme,Normal,Psychic,600,100,77,77,128,128,90,5,TRUE,메로엣타(보이스)
642,MeloettaPirouette Forme,Normal,Fighting,600,100,128,90,77,77,128,5,TRUE,메로엣타(스텝)
643,Genesect,Bug,Steel,600,71,120,95,120,95,99,5,TRUE,게노세크트
644,Chespin,Grass,,313,56,61,65,48,45,38,6,FALSE,도치마론
645,Quilladin,Grass,,405,61,78,95,56,58,57,6,FALSE,도치보구
645,Chesnaught,Grass,Fighting,530,88,107,122,74,75,64,6,FALSE,브리가론
646,Fennekin,Fire,,307,40,45,40,62,60,60,6,FALSE,푸호꼬
646,Braixen,Fire,,409,59,59,58,90,70,73,6,FALSE,테르나
646,Delphox,Fire,Psychic,534,75,69,72,114,100,104,6,FALSE,마폭시
647,Froakie,Water,,314,41,56,40,62,44,71,6,FALSE,개구마르
647,Frogadier,Water,,405,54,63,52,83,56,97,6,FALSE,개굴반장
648,Greninja,Water,Dark,530,72,95,67,103,71,122,6,FALSE,개굴닌자
